epoch,step,mem_allocated_gb,mem_reserved_gb,timestamp
6,240,1.325,3.543,1786492213.5357869
6,260,1.325,3.543,1786492214.6329439
6,280,1.325,3.543,1786492215.738394
6,300,1.325,3.543,1786492216.8394113
6,320,1.325,3.543,1786492217.9375157
6,340,1.325,3.543,1786492219.0348015
6,360,1.325,3.543,1786492220.1341403
6,380,1.325,3.543,1786492221.2339513
6,400,1.325,3.543,1786492222.360044
6,420,1.325,3.543,1786492223.4589596
6,440,1.325,3.543,1786492224.5562944
6,460,1.325,3.543,1786492225.6544619
6,480,1.325,3.543,1786492226.75283
6,500,1.317,3.543,1786492227.833387
7,0,1.325,3.543,1786492242.8880928
7,20,1.325,3.543,1786492243.978229
7,40,1.325,3.543,1786492245.0707545
7,60,1.325,3.543,1786492246.1687806
7,80,1.325,3.543,1786492247.265449
7,100,1.325,3.543,1786492248.359698
7,120,1.325,3.543,1786492249.4564247
7,140,1.325,3.543,1786492250.5540693
7,160,1.325,3.543,1786492251.6536005
7,180,1.325,3.543,1786492252.752216
7,200,1.325,3.543,1786492253.8530462
7,220,1.325,3.543,1786492254.9511604
7,240,1.325,3.543,1786492256.0515883
7,260,1.325,3.543,1786492257.1496067
7,280,1.325,3.543,1786492258.247271
7,300,1.325,3.543,1786492259.346562
7,320,1.325,3.543,1786492260.4443924
7,340,1.325,3.543,1786492261.5438414
7,360,1.325,3.543,1786492262.6436684
7,380,1.325,3.543,1786492263.743697
7,400,1.325,3.543,1786492264.8453217
7,420,1.325,3.543,1786492265.9471774
7,440,1.325,3.543,1786492267.047069
7,460,1.325,3.543,1786492268.1481607
7,480,1.325,3.543,1786492269.247213
7,500,1.317,3.543,1786492270.331462
8,0,1.325,3.543,1786492288.403785
8,20,1.325,3.543,1786492289.5012703
8,40,1.325,3.543,1786492290.5976782
8,60,1.325,3.543,1786492291.69713
8,80,1.325,3.543,1786492292.7981431
8,100,1.325,3.543,1786492293.8929276
8,120,1.325,3.543,1786492294.9912834
8,140,1.325,3.543,1786492296.0888422
8,160,1.325,3.543,1786492297.1878395
8,180,1.325,3.543,1786492298.2800937
8,200,1.325,3.543,1786492299.382043
8,220,1.325,3.543,1786492300.4819732
8,240,1.325,3.543,1786492301.5816233
8,260,1.325,3.543,1786492302.6788163
8,280,1.325,3.543,1786492303.7771432
8,300,1.325,3.543,1786492304.875135
8,320,1.325,3.543,1786492305.9730375
8,340,1.325,3.543,1786492307.0719414
8,360,1.325,3.543,1786492308.1722302
8,380,1.325,3.543,1786492309.2764845
8,400,1.325,3.543,1786492310.3798573
8,420,1.325,3.543,1786492311.4807048
8,440,1.325,3.543,1786492312.5847
8,460,1.325,3.543,1786492313.6890557
8,480,1.325,3.543,1786492314.7923994
8,500,1.317,3.543,1786492315.8797686
9,0,1.325,3.543,1786492348.5899525
9,20,1.325,3.543,1786492349.6833966
9,40,1.325,3.543,1786492350.775876
9,60,1.325,3.543,1786492351.8668659
9,80,1.325,3.543,1786492352.9622943
9,100,1.325,3.543,1786492354.0597699
9,120,1.325,3.543,1786492355.1541274
9,140,1.325,3.543,1786492356.2499597
9,160,1.325,3.543,1786492357.344924
9,180,1.325,3.543,1786492358.4405386
9,200,1.325,3.543,1786492359.5369494
9,220,1.325,3.543,1786492360.631592
9,240,1.325,3.543,1786492361.7264452
9,260,1.325,3.543,1786492362.8242106
9,280,1.325,3.543,1786492363.918459
9,300,1.325,3.543,1786492365.0152023
9,320,1.325,3.543,1786492366.1139548
9,340,1.325,3.543,1786492367.2107615
9,360,1.325,3.543,1786492368.3053777
9,380,1.325,3.543,1786492369.3988457
9,400,1.325,3.543,1786492370.496451
9,420,1.325,3.543,1786492371.5952656
9,440,1.325,3.543,1786492372.6935108
9,460,1.325,3.543,1786492373.7909892
9,480,1.325,3.543,1786492374.885447
9,500,1.317,3.543,1786492375.9622507
10,0,1.325,3.543,1786492389.1192126
10,20,1.325,3.543,1786492390.2121153
10,40,1.325,3.543,1786492391.3051565
10,60,1.325,3.543,1786492392.3989663
10,80,1.325,3.543,1786492393.4922557
10,100,1.325,3.543,1786492394.5851154
10,120,1.325,3.543,1786492395.677676
10,140,1.325,3.543,1786492396.7692642
10,160,1.325,3.543,1786492397.8651571
10,180,1.325,3.543,1786492398.9609225
10,200,1.325,3.543,1786492400.054777
10,220,1.325,3.543,1786492401.152721
10,240,1.325,3.543,1786492402.2473247
10,260,1.325,3.543,1786492403.3397682
10,280,1.325,3.543,1786492404.4293716
10,300,1.325,3.543,1786492405.5201979
10,320,1.325,3.543,1786492406.6139107
10,340,1.325,3.543,1786492407.7085922
10,360,1.325,3.543,1786492408.8123891
10,380,1.325,3.543,1786492409.9059427
10,400,1.325,3.543,1786492411.001752
10,420,1.325,3.543,1786492412.0955315
10,440,1.325,3.543,1786492413.1917787
10,460,1.325,3.543,1786492414.2850106
10,480,1.325,3.543,1786492415.3781583
10,500,1.317,3.543,1786492416.4571185
11,0,1.325,3.543,1786492450.7806995
11,20,1.325,3.543,1786492451.8648608
11,40,1.325,3.543,1786492452.9539094
11,60,1.325,3.543,1786492454.042469
11,80,1.325,3.543,1786492455.1341982
11,100,1.325,3.543,1786492456.2253923
11,120,1.325,3.543,1786492457.314041
11,140,1.325,3.543,1786492458.4060583
11,160,1.325,3.543,1786492459.498079
11,180,1.325,3.543,1786492460.5892277
11,200,1.325,3.543,1786492461.6808732
11,220,1.325,3.543,1786492462.7690961
11,240,1.325,3.543,1786492463.8607903
11,260,1.325,3.543,1786492464.9505832
11,280,1.325,3.543,1786492466.0418413
11,300,1.325,3.543,1786492467.1320496
11,320,1.325,3.543,1786492468.2221816
11,340,1.325,3.543,1786492469.315315
11,360,1.325,3.543,1786492470.4068668
11,380,1.325,3.543,1786492471.4972863
11,400,1.325,3.543,1786492472.5890064
11,420,1.325,3.543,1786492473.681028
11,440,1.325,3.543,1786492474.773483
11,460,1.325,3.543,1786492475.8668907
11,480,1.325,3.543,1786492476.9570053
11,500,1.317,3.543,1786492478.0303528
12,0,1.325,3.543,1786492487.236715
12,20,1.325,3.543,1786492488.3263993
12,40,1.325,3.543,1786492489.416249
12,60,1.325,3.543,1786492490.507791
12,80,1.325,3.543,1786492491.602299
12,100,1.325,3.543,1786492492.6956444
12,120,1.325,3.543,1786492493.788962
12,140,1.325,3.543,1786492494.8823392
12,160,1.325,3.543,1786492495.9766405
12,180,1.325,3.543,1786492497.0721793
12,200,1.325,3.543,1786492498.1657543
12,220,1.325,3.543,1786492499.2600384
12,240,1.325,3.543,1786492500.3566506
12,260,1.325,3.543,1786492501.452133
12,280,1.325,3.543,1786492502.5468683
12,300,1.325,3.543,1786492503.641005
12,320,1.325,3.543,1786492504.7412496
12,340,1.325,3.543,1786492505.8363645
12,360,1.325,3.543,1786492506.9293754
12,380,1.325,3.543,1786492508.0234363
12,400,1.325,3.543,1786492509.1166987
12,420,1.325,3.543,1786492510.212433
12,440,1.325,3.543,1786492511.3070145
12,460,1.325,3.543,1786492512.4011877
12,480,1.325,3.543,1786492513.4952102
12,500,1.317,3.543,1786492514.5753932
13,0,1.325,3.543,1786492521.8797824
13,20,1.325,3.543,1786492522.9716332
13,40,1.325,3.543,1786492524.0664752
13,60,1.325,3.543,1786492525.1602948
13,80,1.325,3.543,1786492526.2538683
13,100,1.325,3.543,1786492527.356129
13,120,1.325,3.543,1786492528.4524872
13,140,1.325,3.543,1786492529.545417
13,160,1.325,3.543,1786492530.6393878
13,180,1.325,3.543,1786492531.7337162
13,200,1.325,3.543,1786492532.8274658
13,220,1.325,3.543,1786492533.9195955
13,240,1.325,3.543,1786492535.0105205
13,260,1.325,3.543,1786492536.1050057
13,280,1.325,3.543,1786492537.202685
13,300,1.325,3.543,1786492538.3010166
13,320,1.325,3.543,1786492539.3950002
13,340,1.325,3.543,1786492540.4908926
13,360,1.325,3.543,1786492541.5876563
13,380,1.325,3.543,1786492542.6827967
13,400,1.325,3.543,1786492543.778427
13,420,1.325,3.543,1786492544.8742237
13,440,1.325,3.543,1786492545.9710016
13,460,1.325,3.543,1786492547.0687366
13,480,1.325,3.543,1786492548.1639717
13,500,1.317,3.543,1786492549.245151
14,0,1.325,3.543,1786492555.8034496
14,20,1.325,3.543,1786492556.8987527
14,40,1.325,3.543,1786492557.995707
14,60,1.325,3.543,1786492559.0914721
14,80,1.325,3.543,1786492560.1878648
14,100,1.325,3.543,1786492561.2840734
14,120,1.325,3.543,1786492562.3827095
14,140,1.325,3.543,1786492563.4822617
14,160,1.325,3.543,1786492564.5816796
14,180,1.325,3.543,1786492565.685374
14,200,1.325,3.543,1786492566.7852461
14,220,1.325,3.543,1786492567.8854618
14,240,1.325,3.543,1786492568.9836175
14,260,1.325,3.543,1786492570.0822453
14,280,1.325,3.543,1786492571.1842859
14,300,1.325,3.543,1786492572.2788136
14,320,1.325,3.543,1786492573.3831933
14,340,1.325,3.543,1786492574.4800766
14,360,1.325,3.543,1786492575.577978
14,380,1.325,3.543,1786492576.6764476
14,400,1.325,3.543,1786492577.7748153
14,420,1.325,3.543,1786492578.875736
14,440,1.325,3.543,1786492579.973783
14,460,1.325,3.543,1786492581.0739493
14,480,1.325,3.543,1786492582.1744096
14,500,1.317,3.543,1786492583.2582157
